Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,combined_text
335,Medical Cannabis: The Health Effects of THC and CBD,University of Colorado Boulder,SPECIALIZATION,4.8,Beginner,4800.0,medical cannabis the health effects of thc and cbd university of colorado boulder specialization beginner
214,Medical Neuroscience,Duke University,COURSE,4.9,Advanced,170000.0,medical neuroscience duke university course advanced
258,Memoir and Personal Essay: Write About Yourself,Wesleyan University,SPECIALIZATION,4.3,Beginner,13000.0,memoir and personal essay write about yourself wesleyan university specialization beginner
87,Methods and Statistics in Social Sciences,University of Amsterdam,SPECIALIZATION,4.6,Beginner,260000.0,methods and statistics in social sciences university of amsterdam specialization beginner
489,Microeconomics Principles,University of Illinois at Urbana-Champaign,COURSE,4.9,Beginner,73000.0,microeconomics principles university of illinois at urbanachampaign course beginner
464,Microeconomics: The Power of Markets,University of Pennsylvania,COURSE,4.7,Mixed,34000.0,microeconomics the power of markets university of pennsylvania course mixed
470,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,McMaster University,COURSE,4.8,Beginner,230000.0,mindshift break through obstacles to learning and discover your hidden potential mcmaster university course beginner
517,Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,COURSE,4.7,Beginner,120000.0,miracles of human language an introduction to linguistics universiteit leiden course beginner
505,Model Thinking,University of Michigan,COURSE,4.8,Mixed,130000.0,model thinking university of michigan course mixed
706,Modeling Risk and Realities,University of Pennsylvania,COURSE,4.6,Mixed,36000.0,modeling risk and realities university of pennsylvania course mixed
101,Modern Art & Ideas,The Museum of Modern Art,COURSE,4.7,Beginner,310000.0,modern art  ideas the museum of modern art course beginner
296,Modern Big Data Analysis with SQL,Cloudera,SPECIALIZATION,4.8,Beginner,14000.0,modern big data analysis with sql cloudera specialization beginner
333,"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University,SPECIALIZATION,4.7,Intermediate,21000.0,modern robotics  mechanics planning and control northwestern university specialization intermediate
523,Modernizing Data Lakes and Data Warehouses with GCP,Google Cloud,COURSE,4.7,Intermediate,9100.0,modernizing data lakes and data warehouses with gcp google cloud course intermediate
176,Moral Foundations of Politics,Yale University,COURSE,4.8,Mixed,100000.0,moral foundations of politics yale university course mixed
481,More Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.9,Mixed,40000.0,more introduction to financial accounting university of pennsylvania course mixed
652,Mountains 101,University of Alberta,COURSE,4.9,Mixed,44000.0,mountains  university of alberta course mixed
597,Municipal Solid Waste Management in Developing Countries,École Polytechnique Fédérale de Lausanne,COURSE,4.8,Intermediate,59000.0,municipal solid waste management in developing countries cole polytechnique fdrale de lausanne course intermediate
188,Music Business,Berklee College of Music,SPECIALIZATION,4.8,Beginner,42000.0,music business berklee college of music specialization beginner
784,Music Business Foundations,Berklee College of Music,COURSE,4.9,Mixed,34000.0,music business foundations berklee college of music course mixed
94,Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,70000.0,music production berklee college of music specialization beginner
685,Nanotechnology: A Maker’s Course,Duke University,COURSE,4.8,Mixed,21000.0,nanotechnology a makers course duke university course mixed
431,Natural Language Processing in TensorFlow,deeplearning.ai,COURSE,4.6,Intermediate,40000.0,natural language processing in tensorflow deeplearningai course intermediate
341,Negociación exitosa: Estrategias y habilidades esenciales (en español),University of Michigan,COURSE,4.8,Mixed,95000.0,negociacin exitosa estrategias y habilidades esenciales en espaol university of michigan course mixed
226,"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,SPECIALIZATION,4.7,Beginner,22000.0,negotiation mediation and conflict resolution essec business school specialization beginner
842,Networking and Security Architecture with VMware NSX,VMware,COURSE,4.8,Intermediate,17000.0,networking and security architecture with vmware nsx vmware course intermediate
20,Networking in Google Cloud,Google Cloud,SPECIALIZATION,4.7,Intermediate,290000.0,networking in google cloud google cloud specialization intermediate
62,Neural Networks and Deep Learning,deeplearning.ai,COURSE,4.9,Intermediate,630000.0,neural networks and deep learning deeplearningai course intermediate
471,Neurolinguistics,Saint Petersburg State University,COURSE,4.7,Mixed,41000.0,neurolinguistics saint petersburg state university course mixed
795,New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",COURSE,4.7,Beginner,12000.0,new approaches to countering terror countering violent extremism university of maryland college park course beginner
343,Newborn Baby Care,University of Colorado System,SPECIALIZATION,4.8,Beginner,5300.0,newborn baby care university of colorado system specialization beginner
252,Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,COURSE,4.8,Beginner,100000.0,nutricin y obesidad control de sobrepeso universidad nacional autnoma de mxico course beginner
535,Nutrition and Lifestyle in Pregnancy,Ludwig-Maximilians-Universität München (LMU),COURSE,4.8,Intermediate,35000.0,nutrition and lifestyle in pregnancy ludwigmaximiliansuniversitt mnchen lmu course intermediate
255,Object Oriented Java Programming: Data Structures and Beyond,University of California San Diego,SPECIALIZATION,4.7,Intermediate,250000.0,object oriented java programming data structures and beyond university of california san diego specialization intermediate
86,Object Oriented Programming in Java,Duke University,SPECIALIZATION,4.6,Beginner,330000.0,object oriented programming in java duke university specialization beginner
510,Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,21000.0,objectoriented data structures in c university of illinois at urbanachampaign course intermediate
887,Object-Oriented Design,University of Alberta,COURSE,4.7,Intermediate,33000.0,objectoriented design university of alberta course intermediate
323,Oil & Gas Industry Operations and Markets,Duke University,COURSE,4.8,Mixed,57000.0,oil  gas industry operations and markets duke university course mixed
416,"Open Source Software Development, Linux and Git",The Linux Foundation,SPECIALIZATION,4.4,Beginner,13000.0,open source software development linux and git the linux foundation specialization beginner
316,Operating Systems and You: Becoming a Power User,Google,COURSE,4.6,Beginner,76000.0,operating systems and you becoming a power user google course beginner
398,Operations Analytics,University of Pennsylvania,COURSE,4.7,Mixed,80000.0,operations analytics university of pennsylvania course mixed
472,Optical Engineering,University of Colorado Boulder,SPECIALIZATION,4.2,Advanced,6200.0,optical engineering university of colorado boulder specialization advanced
116,Organizational Leadership,Northwestern University,SPECIALIZATION,4.7,Intermediate,92000.0,organizational leadership northwestern university specialization intermediate
867,Osteoarchaeology: The Truth in Our Bones,Universiteit Leiden,COURSE,4.7,Beginner,22000.0,osteoarchaeology the truth in our bones universiteit leiden course beginner
765,Palliative Care: It's Not Just Hospice Anymore,University of Colorado System,SPECIALIZATION,4.8,Beginner,3200.0,palliative care its not just hospice anymore university of colorado system specialization beginner
526,Palo Alto Networks Cybersecurity,Palo Alto Networks,SPECIALIZATION,4.6,Beginner,9100.0,palo alto networks cybersecurity palo alto networks specialization beginner
445,"Parallel, Concurrent, and Distributed Programming in Java",Rice University,SPECIALIZATION,4.5,Intermediate,30000.0,parallel concurrent and distributed programming in java rice university specialization intermediate
872,Particle Physics: an Introduction,University of Geneva,COURSE,4.5,Mixed,42000.0,particle physics an introduction university of geneva course mixed
309,Patient Safety,Johns Hopkins University,SPECIALIZATION,4.8,Beginner,8800.0,patient safety johns hopkins university specialization beginner
810,Patrocinio Deportivo,Universitat Autònoma de Barcelona,COURSE,4.6,Beginner,12000.0,patrocinio deportivo universitat autnoma de barcelona course beginner
362,People Analytics,University of Pennsylvania,COURSE,4.5,Mixed,84000.0,people analytics university of pennsylvania course mixed
665,Perfect Tenses and Modals,"University of California, Irvine",COURSE,4.7,Intermediate,79000.0,perfect tenses and modals university of california irvine course intermediate
668,Periodismo digital y combate a las fake news,Universidad Nacional Autónoma de México,COURSE,4.9,Beginner,8900.0,periodismo digital y combate a las fake news universidad nacional autnoma de mxico course beginner
105,Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,SPECIALIZATION,4.7,Beginner,160000.0,photography basics and beyond from smartphone to dslr michigan state university specialization beginner
503,Plant Bioinformatic Methods,University of Toronto,SPECIALIZATION,4.7,Beginner,83000.0,plant bioinformatic methods university of toronto specialization beginner
477,Politics and Economics of International Energy,Sciences Po,COURSE,4.7,Beginner,34000.0,politics and economics of international energy sciences po course beginner
216,Positive Psychiatry and Mental Health,The University of Sydney,COURSE,4.8,Mixed,72000.0,positive psychiatry and mental health the university of sydney course mixed
291,Positive Psychology,The University of North Carolina at Chapel Hill,COURSE,4.7,Mixed,180000.0,positive psychology the university of north carolina at chapel hill course mixed
606,Positive Psychology: Applications and Interventions,University of Pennsylvania,COURSE,4.8,Beginner,23000.0,positive psychology applications and interventions university of pennsylvania course beginner
240,Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,COURSE,4.8,Beginner,50000.0,positive psychology martin e p seligmans visionary science university of pennsylvania course beginner
646,Positive Psychology: Resilience Skills,University of Pennsylvania,COURSE,4.6,Beginner,40000.0,positive psychology resilience skills university of pennsylvania course beginner
348,Power Electronics,University of Colorado Boulder,SPECIALIZATION,4.8,Intermediate,67000.0,power electronics university of colorado boulder specialization intermediate
320,Practical Data Science with MATLAB,MathWorks,SPECIALIZATION,4.7,Beginner,10000.0,practical data science with matlab mathworks specialization beginner
692,Practical Time Series Analysis,The State University of New York,COURSE,4.6,Intermediate,39000.0,practical time series analysis the state university of new york course intermediate
808,Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,COURSE,4.7,Beginner,22000.0,preparing for the google cloud associate cloud engineer exam google cloud course beginner
389,Preparing to Manage Human Resources,University of Minnesota,COURSE,4.8,Mixed,68000.0,preparing to manage human resources university of minnesota course mixed
299,"Presentation Skills: Speechwriting, Slides and Delivery",E-Learning Development Fund,SPECIALIZATION,4.6,Beginner,47000.0,presentation skills speechwriting slides and delivery elearning development fund specialization beginner
215,Pricing Strategy Optimization,BCG,SPECIALIZATION,4.8,Beginner,20000.0,pricing strategy optimization bcg specialization beginner
57,Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,COURSE,4.8,Mixed,280000.0,primeros auxilios psicolgicos pap universitat autnoma de barcelona course mixed
114,Private Equity and Venture Capital,Università Bocconi,COURSE,4.8,Mixed,79000.0,private equity and venture capital universit bocconi course mixed
683,Probabilistic Graphical Models 1: Representation,Stanford University,COURSE,4.7,Advanced,68000.0,probabilistic graphical models  representation stanford university course advanced
715,Probability and Statistics: To p or not to p?,University of London,COURSE,4.6,Beginner,36000.0,probability and statistics to p or not to p university of london course beginner
626,Process Mining: Data science in Action,Eindhoven University of Technology,COURSE,4.8,Intermediate,39000.0,process mining data science in action eindhoven university of technology course intermediate
364,"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.6,Beginner,250000.0,programming foundations with javascript html and css duke university course beginner
732,Programming Fundamentals,Duke University,COURSE,4.7,Beginner,19000.0,programming fundamentals duke university course beginner
47,Programming for Everybody (Getting Started with Python),University of Michigan,COURSE,4.8,Mixed,0.0,programming for everybody getting started with python university of michigan course mixed
208,Programming with Google Go,"University of California, Irvine",SPECIALIZATION,4.6,Intermediate,18000.0,programming with google go university of california irvine specialization intermediate
731,Project Execution,"University of California, Irvine",COURSE,4.2,Beginner,70000.0,project execution university of california irvine course beginner
284,Project Launch,"University of California, Irvine",COURSE,4.7,Beginner,190000.0,project launch university of california irvine course beginner
31,Project Management & Other Tools for Career Development,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,440000.0,project management  other tools for career development university of california irvine specialization beginner
30,Project Management Principles and Practices,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,230000.0,project management principles and practices university of california irvine specialization beginner
37,Psychological First Aid,Johns Hopkins University,COURSE,4.8,Mixed,190000.0,psychological first aid johns hopkins university course mixed
424,Public Policy Challenges of the 21st Century,University of Virginia,COURSE,4.6,Beginner,52000.0,public policy challenges of the st century university of virginia course beginner
279,Python Basics,University of Michigan,COURSE,4.8,Beginner,110000.0,python basics university of michigan course beginner
869,Python Classes and Inheritance,University of Michigan,COURSE,4.7,Intermediate,21000.0,python classes and inheritance university of michigan course intermediate
111,Python Data Structures,University of Michigan,COURSE,4.9,Mixed,420000.0,python data structures university of michigan course mixed
555,"Python Functions, Files, and Dictionaries",University of Michigan,COURSE,4.8,Beginner,26000.0,python functions files and dictionaries university of michigan course beginner
374,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.4,Intermediate,41000.0,python and statistics for financial analysis the hong kong university of science and technology course intermediate
152,Python for Data Science and AI,IBM,COURSE,4.6,Beginner,170000.0,python for data science and ai ibm course beginner
3,Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,0.0,python for everybody university of michigan specialization beginner
823,Quantitative Methods,University of Amsterdam,COURSE,4.7,Mixed,69000.0,quantitative methods university of amsterdam course mixed
827,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.9,Beginner,3000.0,queering identities lgbtq sexuality and gender identity university of colorado system course beginner
317,R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,480000.0,r programming johns hopkins university course intermediate
771,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.8,Beginner,7700.0,ready set future introduction to futures thinking institute for the future course beginner
553,Recommender Systems,University of Minnesota,SPECIALIZATION,4.3,Intermediate,29000.0,recommender systems university of minnesota specialization intermediate
658,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.7,Mixed,35000.0,recruiting hiring and onboarding employees university of minnesota course mixed
82,Reinforcement Learning,University of Alberta,SPECIALIZATION,4.7,Intermediate,23000.0,reinforcement learning university of alberta specialization intermediate
532,Renewable Energy and Green Building Entrepreneurship,Duke University,COURSE,4.7,Beginner,24000.0,renewable energy and green building entrepreneurship duke university course beginner
634,Reporting extra-financier et stratégie RSE,ESSEC Business School,COURSE,4.7,Beginner,5200.0,reporting extrafinancier et stratgie rse essec business school course beginner
868,Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.6,Beginner,7200.0,requirements engineering secure software  specifications university of colorado system specialization beginner
876,Research Data Management and Sharing,The University of Edinburgh,COURSE,4.6,Mixed,16000.0,research data management and sharing the university of edinburgh course mixed
622,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.8,Mixed,15000.0,resilience in children exposed to trauma disaster and war global perspectives university of minnesota course mixed
289,Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,170000.0,responsive website development and design goldsmiths university of london specialization beginner
414,Rethinking International Tax Law,Universiteit Leiden,COURSE,4.9,Mixed,36000.0,rethinking international tax law universiteit leiden course mixed
386,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,COURSE,4.9,Intermediate,17000.0,reviso sistemtica e metaanlise universidade estadual de campinas course intermediate
315,Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120000.0,robotics university of pennsylvania specialization beginner
632,Roman Architecture,Yale University,COURSE,4.9,Beginner,30000.0,roman architecture yale university course beginner
833,Russian Alphabet,Saint Petersburg State University,COURSE,4.7,Beginner,3200.0,russian alphabet saint petersburg state university course beginner
180,Russian for beginners А1. Русский язык: A1,Saint Petersburg State University,SPECIALIZATION,4.7,Beginner,7000.0,russian for beginners    a saint petersburg state university specialization beginner
331,Réussir le Changement,ESSEC Business School,COURSE,4.5,Mixed,33000.0,russir le changement essec business school course mixed
160,SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,370000.0,sas programmer sas professional certificate beginner
393,SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.6,Beginner,2600.0,sas visual business analytics sas professional certificate beginner
332,SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,160000.0,sql for data science university of california davis course beginner
601,Sales Operations/Management,West Virginia University,SPECIALIZATION,4.4,Beginner,5600.0,sales operationsmanagement west virginia university specialization beginner
781,Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,16000.0,sales training for high performing teams hubspot academy specialization beginner
763,Sample-based Learning Methods,University of Alberta,COURSE,4.8,Intermediate,6800.0,samplebased learning methods university of alberta course intermediate
860,Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.5,Mixed,12000.0,scaling operations linking strategy and execution northwestern university course mixed
368,School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.8,Beginner,9100.0,school health for children and adolescents university of colorado system specialization beginner
121,Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,140000.0,science of exercise university of colorado boulder course beginner
629,Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.7,Mixed,47000.0,search engine optimization fundamentals university of california davis course mixed
836,Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,6400.0,secure coding practices university of california davis specialization intermediate
712,Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.7,Beginner,14000.0,security  safety challenges in a globalized world universiteit leiden course beginner
19,Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300000.0,security in google cloud platform google cloud specialization intermediate
154,Self-Driving Cars,University of Toronto,SPECIALIZATION,4.7,Advanced,39000.0,selfdriving cars university of toronto specialization advanced
285,Sequence Models,deeplearning.ai,COURSE,4.8,Intermediate,14000.0,sequence models deeplearningai course intermediate
772,Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.8,Beginner,110000.0,sexualidadmucho ms que sexo universidad de los andes course beginner
695,Sharpened Visions: A Poetry Workshop,California Institute of the Arts,COURSE,4.7,Beginner,61000.0,sharpened visions a poetry workshop california institute of the arts course beginner
304,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.5,Advanced,16000.0,site reliability engineering measuring and managing reliability google cloud course advanced
167,Six Sigma Green Belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,18000.0,six sigma green belt university system of georgia specialization intermediate
792,Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.7,Intermediate,15000.0,six sigma and the organization advanced university system of georgia course intermediate
814,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.8,Beginner,20000.0,sleep neurobiology medicine and society university of michigan course beginner
660,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,COURSE,4.6,Beginner,22000.0,smart cities  management of smart urban infrastructures cole polytechnique fdrale de lausanne course beginner
817,Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.6,Beginner,13000.0,social entrepreneurship copenhagen business school specialization beginner
49,Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,130000.0,social media marketing northwestern university specialization beginner
440,"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.6,Beginner,78000.0,social norms social change i university of pennsylvania course beginner
574,Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.8,Beginner,4200.0,social policy for social services  health practitioners columbia university specialization beginner
83,Social Psychology,Wesleyan University,COURSE,4.7,Beginner,220000.0,social psychology wesleyan university course beginner
506,Social and Economic Networks:  Models and Analysis,Stanford University,COURSE,4.8,Advanced,42000.0,social and economic networks  models and analysis stanford university course advanced
186,Software Design and Architecture,University of Alberta,SPECIALIZATION,4.6,Beginner,60000.0,software design and architecture university of alberta specialization beginner
402,Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.6,Intermediate,34000.0,software development lifecycle university of minnesota specialization intermediate
859,Software Processes and Agile Practices,University of Alberta,COURSE,4.7,Mixed,60000.0,software processes and agile practices university of alberta course mixed
64,Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110000.0,software product management university of alberta specialization beginner
515,Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,17000.0,solar energy basics the state university of new york course beginner
600,Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,68000.0,songwriting writing the lyrics berklee college of music course beginner
363,Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.9,Beginner,8800.0,soporte de tecnologas de la informacin de google crece con google professional certificate beginner
754,Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,12000.0,spacecraft dynamics and control university of colorado boulder specialization advanced
504,Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,71000.0,spanish vocabulary meeting people university of california davis course beginner
334,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430000.0,speak english professionally in person online  on the phone georgia institute of technology course mixed
200,Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12000.0,sports marketing northwestern university course intermediate
580,Sports and Society,Duke University,COURSE,4.8,Mixed,16000.0,sports and society duke university course mixed
68,Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370000.0,stanford introduction to food and health stanford university course beginner
680,Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,17000.0,stanfords short course on breastfeeding stanford university course beginner
170,Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16000.0,statistical analysis with r for public health imperial college london specialization beginner
127,Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,34000.0,statistics with python university of michigan specialization beginner
84,Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220000.0,statistics with r duke university specialization beginner
657,Stories of Infection,Stanford University,COURSE,4.9,Intermediate,28000.0,stories of infection stanford university course intermediate
648,Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,60000.0,strategic business analytics essec business school specialization advanced
822,Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,9500.0,strategic business management  microeconomics university of california irvine course beginner
93,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100000.0,strategic leadership and management university of illinois at urbanachampaign specialization beginner
801,Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,58000.0,strategic management copenhagen business school course mixed
202,Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,68000.0,strategic management and innovation copenhagen business school specialization beginner
592,Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.5,Intermediate,9200.0,strategic sales management fundao instituto de administrao specialization intermediate
798,Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,30000.0,strategising management for global competitive advantage macquarie university specialization intermediate
749,Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,11000.0,strategy and sustainability iese business school course beginner
189,Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220000.0,structuring machine learning projects deeplearningai course beginner
455,Success,University of Pennsylvania,COURSE,4.8,Beginner,38000.0,success university of pennsylvania course beginner
40,Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750000.0,successful negotiation essential strategies and skills university of michigan course mixed
588,Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,11000.0,summary statistics in public health johns hopkins university course beginner
483,Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,7900.0,supply chain analytics rutgers the state university of new jersey course beginner
432,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,4900.0,supply chain finance and blockchain technology new york institute of finance specialization intermediate
384,Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,66000.0,supply chain logistics rutgers the state university of new jersey course beginner
50,Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,82000.0,supply chain management rutgers the state university of new jersey specialization beginner
760,Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,24000.0,supply chain operations rutgers the state university of new jersey course beginner
306,Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,29000.0,supply chain principles georgia institute of technology course mixed
328,Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,50000.0,supporting children with difficulties in reading and writing ucl institute of education course mixed
344,Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,45000.0,survey data collection and analytics university of maryland college park specialization beginner
583,Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.6,Beginner,9400.0,sustainable tourism  promoting environmental public health university of copenhagen course beginner
387,Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,3900.0,swift  ios application developer learnquest specialization beginner
403,System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,62000.0,system administration and it infrastructure services google course beginner
484,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,48000.0,systems biology and biotechnology icahn school of medicine at mount sinai specialization intermediate
647,Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,33000.0,systems thinking in public health johns hopkins university course mixed
67,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100000.0,tesol certificate part  teach english now arizona state university specialization beginner
234,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62000.0,tesol certificate part  teach english now arizona state university specialization beginner
559,Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,81000.0,teach english now foundational principles arizona state university course mixed
807,Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,8500.0,teach english now teaching language online arizona state university course intermediate
788,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,53000.0,teaching character and creating positive classrooms relay graduate school of education course mixed
466,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,49000.0,teamwork skills communicating effectively in groups university of colorado boulder course beginner
41,Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280000.0,technical support fundamentals google course beginner
27,TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170000.0,tensorflow in practice deeplearningai specialization intermediate
217,TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,12000.0,tensorflow data and deployment deeplearningai specialization intermediate
298,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90000.0,terrorism and counterterrorism comparing theory and practice universiteit leiden course beginner
460,The Addicted Brain,Emory University,COURSE,4.6,Beginner,130000.0,the addicted brain emory university course beginner
507,The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,47000.0,the art of music production berklee college of music course intermediate
133,The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,23000.0,the art of sales mastering the selling process northwestern university specialization beginner
375,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,73000.0,the arts and science of relationships understanding human needs university of toronto course beginner
135,The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130000.0,the bits and bytes of computer networking google course beginner
65,The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,22000.0,the business of health care university of pennsylvania specialization beginner
97,The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84000.0,the business of music production berklee college of music specialization beginner
768,The Changing Global Order,Universiteit Leiden,COURSE,4.7,Intermediate,23000.0,the changing global order universiteit leiden course intermediate
759,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,11000.0,the cycle management of successful arts and cultural organizations university of maryland college park course beginner
81,The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120000.0,the diy musician berklee college of music specialization beginner
243,The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420000.0,the data scientists toolbox johns hopkins university course mixed
864,The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,7200.0,the economics of health care delivery university of pennsylvania course mixed
274,The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,84000.0,the global financial crisis yale university course mixed
